"","infected.treated.24hr.1","infected.treated.24hr.2","infected.treated.24hr.3","infected.treated.24hr.4","infected.treated.24hr.5","infected.untreated.24hr.1","infected.untreated.24hr.2","infected.untreated.24hr.3","infected.untreated.24hr.4","infected.untreated.24hr.5","uninfected.treated.24hr.1","uninfected.treated.24hr.2","uninfected.treated.24hr.3","uninfected.treated.24hr.4","uninfected.treated.24hr.5","uninfected.untreated.24hr.1","uninfected.untreated.24hr.2","uninfected.untreated.24hr.3","uninfected.untreated.24hr.4","uninfected.untreated.24hr.5"
"ENSG00000256427",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000256433",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"ENSG00000256436",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000256440",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000256441",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000256442",0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,1,0
"ENSG00000256443",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000256448",84,108,95,64,100,109,152,152,153,209,107,128,119,113,137,130,120,118,164,109
"ENSG00000256450",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000256452",0,0,3,1,1,2,0,1,0,1,0,2,2,2,1,1,1,2,0,1
"ENSG00000256453",314,364,336,305,351,277,223,163,184,260,315,328,357,360,396,329,288,354,349,297
"ENSG00000256458",11,8,6,8,14,8,6,0,4,12,11,8,16,18,7,8,6,10,10,10
"ENSG00000256462",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000256463",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000256464",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000256465",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"ENSG00000256469",22,27,15,31,43,74,44,34,27,59,46,42,56,32,50,105,95,88,111,102
"ENSG00000256473",0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"ENSG00000256474",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000256480",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000256481",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0
"ENSG00000256482",126,104,107,134,140,26,12,14,16,20,129,144,164,160,170,45,58,54,66,56
"ENSG00000256484",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000256494",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000256496",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000256499",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000256500",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000256502",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000256504",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000256508",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000256512",96,86,86,98,109,64,36,50,17,37,89,130,147,142,174,98,111,129,112,121
"ENSG00000256513",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000256514",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000256518",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000256525",32,31,30,26,21,14,21,20,16,28,16,25,26,31,12,7,9,9,8,10
"ENSG00000256533",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000256537",21,34,18,17,20,11,8,12,12,11,15,31,35,31,33,10,11,17,17,19
"ENSG00000256538",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000256540",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"ENSG00000256542",0,0,1,0,1,1,0,0,2,1,0,0,1,0,0,1,0,1,0,0
"ENSG00000256546",0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1
"ENSG00000256551",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000256552",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ENSG00000256553",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000256557",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000256560",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000256563",0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0
"ENSG00000256564",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000256566",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000256568",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000256569",202,185,219,193,207,197,147,139,124,160,244,180,229,199,260,247,232,265,267,224
"ENSG00000256571",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000256574",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"ENSG00000256576",3,2,5,1,2,3,0,2,1,4,4,2,1,4,0,1,0,1,1,1
"ENSG00000256577",1,3,2,2,3,0,5,0,1,0,2,3,6,3,1,0,0,0,0,0
"ENSG00000256581",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000256582",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000256588",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000256589",1,0,1,1,1,0,1,0,0,1,2,0,1,1,0,0,0,0,1,0
"ENSG00000256590",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000256591",134,158,134,124,150,111,83,84,93,111,108,145,134,141,160,157,152,176,187,151
"ENSG00000256594",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"ENSG00000256596",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000256597",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000256603",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000256609",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000256612",0,1,0,0,0,0,1,4,0,1,1,4,3,3,2,2,1,0,1,2
"ENSG00000256614",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000256615",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000256616",0,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,0,1
"ENSG00000256618",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"ENSG00000256625",0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0
"ENSG00000256626",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000256627",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000256628",36,63,55,59,67,102,65,60,55,89,56,34,55,53,70,90,73,94,97,62
"ENSG00000256630",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000256632",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000256633",0,0,0,0,0,0,0,0,3,0,1,1,1,0,2,0,0,0,0,0
"ENSG00000256637",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000256640",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000256642",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000256643",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000256646",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000256650",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000256651",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000256654",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000256657",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"ENSG00000256658",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"ENSG00000256659",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000256660",0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
"ENSG00000256661",1,5,2,1,5,2,2,1,1,1,3,10,11,2,2,4,5,3,12,7
"ENSG00000256663",1,1,0,0,0,3,2,8,7,12,5,0,0,0,0,14,7,2,7,13
"ENSG00000256664",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000256667",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0
"ENSG00000256670",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000256671",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000256672",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000256673",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"ENSG00000256674",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000256678",0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0
"ENSG00000256681",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000256682",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000256683",6,7,2,8,6,5,1,9,9,12,10,9,9,10,8,2,1,7,4,14
"ENSG00000256684",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000256686",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000256690",248,332,231,238,283,161,87,80,94,96,287,261,293,312,308,269,255,286,341,289
"ENSG00000256691",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000256694",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"ENSG00000256695",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000256699",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000256704",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000256705",0,0,0,0,1,1,2,0,1,1,0,0,0,0,1,0,1,0,1,0
"ENSG00000256706",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000256708",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000256709",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000256712",7,11,14,12,5,3,0,2,3,5,8,2,4,5,9,6,3,6,5,2
"ENSG00000256713",0,0,1,1,1,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0
"ENSG00000256714",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000256717",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000256720",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000256721",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000256723",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000256725",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000256732",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000256733",0,0,0,1,1,0,1,4,3,2,0,0,5,0,3,0,0,0,1,0
"ENSG00000256734",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
"ENSG00000256737",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000256739",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"ENSG00000256742",3,4,5,2,2,1,4,3,5,6,0,3,1,3,0,3,1,0,6,3
"ENSG00000256745",3,7,2,1,1,3,1,8,8,10,6,2,6,2,1,4,1,0,0,15
"ENSG00000256746",2,3,3,3,5,6,4,3,5,9,2,8,3,7,4,1,4,4,8,5
"ENSG00000256747",127,180,114,150,148,107,88,61,57,100,124,137,191,153,184,160,115,186,167,93
"ENSG00000256748",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000256750",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000256751",4,1,0,2,1,3,0,0,0,1,1,1,2,1,2,0,1,0,1,0
"ENSG00000256752",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000256756",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000256757",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000256762",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000256763",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000256769",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000256771",3,8,1,0,0,0,1,1,7,2,1,2,6,9,2,3,1,0,0,11
"ENSG00000256774",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000256777",0,0,0,1,0,2,0,0,0,0,0,0,1,1,0,1,0,0,0,0
"ENSG00000256779",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
"ENSG00000256783",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000256789",75,84,82,87,92,131,98,83,77,131,103,102,102,97,143,184,161,171,195,141
"ENSG00000256790",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000256797",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000256799",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000256802",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000256803",1,0,2,2,2,7,6,4,0,5,0,3,3,3,5,5,11,7,6,4
"ENSG00000256804",11,22,21,15,13,17,5,14,10,7,21,19,28,27,19,37,25,40,33,25
"ENSG00000256806",0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0
"ENSG00000256810",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000256811",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000256812",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000256813",87,94,86,76,104,43,20,13,15,20,94,83,120,104,116,107,86,104,118,81
"ENSG00000256814",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000256817",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000256824",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"ENSG00000256825",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000256826",0,1,0,1,2,0,0,0,1,0,0,2,0,0,0,0,1,0,1,0
"ENSG00000256827",0,0,3,0,1,1,0,0,1,0,1,0,0,1,1,0,0,1,1,1
"ENSG00000256835",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000256837",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000256843",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"ENSG00000256844",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000256847",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000256849",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"ENSG00000256851",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000256852",27,25,24,29,29,55,58,59,50,69,38,43,69,38,64,55,52,58,60,49
"ENSG00000256861",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000256862",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000256863",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000256870",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000256875",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"ENSG00000256879",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000256884",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000256888",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000256892",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000256894",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000256896",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000256897",2,5,2,5,3,8,6,2,4,4,0,6,2,5,4,13,8,5,4,6
"ENSG00000256898",4,0,0,3,0,2,0,1,0,2,0,2,2,1,0,2,4,2,1,1
"ENSG00000256902",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000256904",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000256906",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"ENSG00000256912",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0
"ENSG00000256913",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000256915",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"ENSG00000256916",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000256917",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000256922",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000256923",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000256925",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000256927",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000256928",288,355,322,340,414,514,505,432,441,553,292,268,322,310,390,505,417,498,489,424
"ENSG00000256937",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000256940",29,26,19,39,37,52,40,33,40,36,28,21,33,39,47,38,50,53,65,37
"ENSG00000256943",0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
"ENSG00000256944",3,3,2,4,4,5,1,4,2,2,1,1,5,3,3,3,7,3,5,3
"ENSG00000256947",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000256948",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000256950",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000256951",7,10,11,7,9,9,4,9,2,14,7,9,9,6,12,7,6,6,10,5
"ENSG00000256953",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000256955",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"ENSG00000256963",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000256966",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000256967",9,4,10,8,11,37,39,20,22,25,9,11,11,9,18,29,19,18,22,24
"ENSG00000256968",0,0,0,0,1,0,0,1,2,6,1,0,3,0,0,0,1,0,1,4
"ENSG00000256969",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000256971",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000256972",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000256973",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"ENSG00000256975",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000256977",4,6,1,0,0,0,0,0,2,1,0,0,3,1,0,1,0,0,0,2
"ENSG00000256980",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000256981",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000256982",0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"ENSG00000256984",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000256986",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000256987",2,4,0,2,2,2,1,0,1,0,0,0,0,5,2,0,0,1,3,1
"ENSG00000256988",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000256994",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000256995",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000257000",146,150,136,154,181,99,93,76,57,78,157,173,205,168,157,157,133,165,157,157
"ENSG00000257002",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000257004",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"ENSG00000257005",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000257008",1,1,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0
"ENSG00000257009",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000257012",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000257016",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000257017",0,1,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,0,0,3
"ENSG00000257021",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000257022",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000257023",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000257025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000257027",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"ENSG00000257035",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000257037",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000257038",15,10,17,12,18,23,10,7,10,21,12,5,14,13,20,23,14,21,31,12
"ENSG00000257042",1,2,1,1,2,1,0,0,0,2,0,0,2,1,2,0,0,0,0,0
"ENSG00000257043",3,2,1,2,1,0,0,3,4,1,1,0,5,5,4,0,1,0,0,3
"ENSG00000257045",160,163,156,149,158,180,148,135,121,145,152,205,233,221,233,163,174,168,172,176
"ENSG00000257046",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000257048",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000257052",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000257053",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000257056",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000257057",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ENSG00000257058",0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000257060",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000257062",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000257065",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000257067",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000257069",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"ENSG00000257070",1,1,0,2,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
"ENSG00000257074",15,22,5,5,3,8,3,41,47,43,30,13,22,23,4,11,5,2,11,21
"ENSG00000257075",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000257078",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000257083",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000257084",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000257086",2,3,2,5,3,2,1,3,8,7,3,4,4,3,2,3,4,5,3,4
"ENSG00000257087",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000257093",2,10,4,1,3,3,3,3,2,3,4,5,7,7,12,9,1,6,3,6
"ENSG00000257094",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000257095",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000257096",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"ENSG00000257097",3,6,0,7,3,0,0,0,0,0,4,5,2,4,0,0,2,0,0,0
"ENSG00000257101",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"ENSG00000257103",32,69,4,4,0,2,3,28,29,51,47,30,68,61,6,14,7,5,3,58
